Location,Resort,Pass,Month,Average Snowfall,Snowfall Days,Average Base Depth,Average Summit Depth,Max Base Depth,Biggest Snowfall
valais,Thyon 2000,Epic,February,43cm,2,31cm,206cm,39cm,21cm
valais,Thyon 2000,Epic,March,,,,,,
valais,Thyon 2000,Epic,April,,,,,,
valais,Thyon 2000,Epic,May,,,,,,
colorado,Vail,Epic,October,"23""",6,"21""","17""","24""","6"""
colorado,Vail,Epic,November,"55""",15,"29""","29""","40""","9"""
colorado,Vail,Epic,December,"50""",13,"43""","42""","92""","10"""
colorado,Vail,Epic,January,"48""",13,"54""","54""","63""","10"""
colorado,Vail,Epic,February,"43""",11,"61""","61""","72""","9"""
colorado,Vail,Epic,March,"21""",7,"50""","47""","60""","8"""
colorado,Vail,Epic,April,"0""",0,"6""","6""","6""","0"""
colorado,Vail,Epic,May,"0""",0,"0""","0""","0""","0"""
northern-alps,Val Thorens,Epic,October,77cm,6,48cm,68cm,67cm,34cm
northern-alps,Val Thorens,Epic,November,126cm,9,93cm,139cm,135cm,26cm
northern-alps,Val Thorens,Epic,December,145cm,11,241cm,187cm,3685cm,32cm
northern-alps,Val Thorens,Epic,January,114cm,11,160cm,238cm,186cm,25cm
northern-alps,Val Thorens,Epic,February,107cm,9,173cm,266cm,200cm,29cm
northern-alps,Val Thorens,Epic,March,,,,,,
northern-alps,Val Thorens,Epic,April,,,,,,
northern-alps,Val Thorens,Epic,May,,,,,,
valais,Verbier,Epic,October,32cm,3,10cm,38cm,15cm,15cm
valais,Verbier,Epic,November,114cm,7,31cm,98cm,56cm,28cm
valais,Verbier,Epic,December,110cm,7,48cm,157cm,75cm,35cm
valais,Verbier,Epic,January,93cm,8,64cm,217cm,84cm,25cm
valais,Verbier,Epic,February,78cm,6,62cm,244cm,86cm,24cm
valais,Verbier,Epic,March,,,,,,
valais,Verbier,Epic,April,,,,,,
valais,Verbier,Epic,May,,,,,,
valais,Veysonnaz - Printze,Epic,October,9cm,1,9cm,64cm,10cm,7cm
valais,Veysonnaz - Printze,Epic,November,54cm,3,29cm,119cm,36cm,27cm
valais,Veysonnaz - Printze,Epic,December,73cm,5,32cm,152cm,42cm,28cm
valais,Veysonnaz - Printze,Epic,January,55cm,4,37cm,191cm,42cm,24cm
valais,Veysonnaz - Printze,Epic,February,43cm,2,31cm,206cm,39cm,21cm
valais,Veysonnaz - Printze,Epic,March,,,,,,
valais,Veysonnaz - Printze,Epic,April,,,,,,
valais,Veysonnaz - Printze,Epic,May,,,,,,
british-columbia,Whistler Blackcomb,Epic,October,"40""",8,"18""","17""","21""","9"""
british-columbia,Whistler Blackcomb,Epic,November,"77""",19,"34""","51""","45""","14"""
british-columbia,Whistler Blackcomb,Epic,December,"83""",16,"49""","79""","63""","19"""
british-columbia,Whistler Blackcomb,Epic,January,"45""",14,"71""","91""","79""","11"""
british-columbia,Whistler Blackcomb,Epic,February,"61""",15,"82""","104""","92""","14"""
british-columbia,Whistler Blackcomb,Epic,March,"23""",10,"74""","74""","82""","5"""
british-columbia,Whistler Blackcomb,Epic,April,"3""",1,"36""","43""","43""","2"""
british-columbia,Whistler Blackcomb,Epic,May,"0""",0,"0""","3""","0""","0"""
minnesota,Afton Alps,Epic,October,"1""",1,"6""","14""","7""","0"""
minnesota,Afton Alps,Epic,November,"12""",5,"14""","29""","17""","5"""
minnesota,Afton Alps,Epic,December,"10""",4,"22""","44""","28""","5"""
minnesota,Afton Alps,Epic,January,"12""",4,"31""","51""","33""","5"""
minnesota,Afton Alps,Epic,February,"6""",2,"29""","47""","31""","3"""
minnesota,Afton Alps,Epic,March,"1""",0,"8""","5""","9""","1"""
minnesota,Afton Alps,Epic,April,"0""",0,"0""","0""","0""","0"""
minnesota,Afton Alps,Epic,May,"0""",0,"0""","0""","0""","0"""
trentino,Folgaria - Lavarone,Epic,October,26cm,1,20cm,27cm,25cm,19cm
trentino,Folgaria - Lavarone,Epic,November,35cm,2,32cm,50cm,41cm,20cm
trentino,Folgaria - Lavarone,Epic,December,50cm,3,42cm,65cm,58cm,23cm
trentino,Folgaria - Lavarone,Epic,January,81cm,4,59cm,105cm,69cm,33cm
trentino,Folgaria - Lavarone,Epic,February,26cm,1,54cm,102cm,59cm,16cm
trentino,Folgaria - Lavarone,Epic,March,,,,,,
trentino,Folgaria - Lavarone,Epic,April,,,,,,
trentino,Folgaria - Lavarone,Epic,May,,,,,,
trentino,Paganella Ski,Epic,October,16cm,1,8cm,30cm,9cm,9cm
trentino,Paganella Ski,Epic,November,32cm,1,133cm,65cm,143cm,17cm
trentino,Paganella Ski,Epic,December,52cm,2,40cm,93cm,50cm,18cm
trentino,Paganella Ski,Epic,January,80cm,4,45cm,155cm,54cm,32cm
trentino,Paganella Ski,Epic,February,51cm,3,29cm,162cm,43cm,29cm
trentino,Paganella Ski,Epic,March,,,,,,
trentino,Paganella Ski,Epic,April,,,,,,
trentino,Paganella Ski,Epic,May,,,,,,
colorado,Crested Butte,Epic,October,"13""",3,"20""","16""","23""","5"""
colorado,Crested Butte,Epic,November,"56""",13,"32""","32""","47""","11"""
colorado,Crested Butte,Epic,December,"45""",12,"46""","45""","56""","10"""
colorado,Crested Butte,Epic,January,"44""",12,"56""","56""","64""","11"""
colorado,Crested Butte,Epic,February,"35""",9,"64""","63""","73""","9"""
colorado,Crested Butte,Epic,March,"5""",2,"50""","38""","55""","2"""
colorado,Crested Butte,Epic,April,"0""",0,"0""","0""","0""","0"""
colorado,Crested Butte,Epic,May,"0""",0,"0""","0""","0""","0"""
trentino,Monte Bondone,Epic,October,2cm,0,7cm,21cm,8cm,2cm
trentino,Monte Bondone,Epic,November,21cm,1,29cm,58cm,38cm,16cm
trentino,Monte Bondone,Epic,December,14cm,1,35cm,70cm,43cm,8cm
trentino,Monte Bondone,Epic,January,60cm,3,49cm,89cm,63cm,40cm
trentino,Monte Bondone,Epic,February,14cm,1,51cm,97cm,63cm,11cm
trentino,Monte Bondone,Epic,March,,,,,,
trentino,Monte Bondone,Epic,April,,,,,,
trentino,Monte Bondone,Epic,May,,,,,,
new-hampshire,Mount Sunapee,Epic,October,"1""",0,"5""","11""","6""","1"""
new-hampshire,Mount Sunapee,Epic,November,"23""",6,"12""","19""","16""","7"""
new-hampshire,Mount Sunapee,Epic,December,"19""",6,"18""","27""","22""","7"""
new-hampshire,Mount Sunapee,Epic,January,"31""",7,"24""","33""","27""","9"""
new-hampshire,Mount Sunapee,Epic,February,"16""",4,"26""","35""","28""","6"""
new-hampshire,Mount Sunapee,Epic,March,"3""",1,"15""","23""","19""","2"""
new-hampshire,Mount Sunapee,Epic,April,"0""",0,"0""","0""","0""","0"""
new-hampshire,Mount Sunapee,Epic,May,"0""",0,"0""","0""","0""","0"""
michigan,Mt. Brighton,Epic,October,"1""",0,"9""","10""","10""","0"""
michigan,Mt. Brighton,Epic,November,"6""",3,"21""","22""","24""","2"""
michigan,Mt. Brighton,Epic,December,"12""",5,"28""","31""","35""","4"""
michigan,Mt. Brighton,Epic,January,"16""",6,"32""","38""","35""","6"""
michigan,Mt. Brighton,Epic,February,"5""",2,"28""","30""","32""","3"""
michigan,Mt. Brighton,Epic,March,"0""",0,"2""","1""","2""","0"""
michigan,Mt. Brighton,Epic,April,"0""",0,"0""","0""","0""","0"""
michigan,Mt. Brighton,Epic,May,"0""",0,"0""","0""","0""","0"""
trentino,Pejo,Epic,October,6cm,1,2cm,26cm,2cm,5cm
trentino,Pejo,Epic,November,21cm,1,23cm,103cm,34cm,10cm
trentino,Pejo,Epic,December,49cm,2,40cm,131cm,49cm,19cm
trentino,Pejo,Epic,January,45cm,3,52cm,153cm,59cm,19cm
trentino,Pejo,Epic,February,30cm,1,52cm,156cm,58cm,21cm
trentino,Pejo,Epic,March,,,,,,
trentino,Pejo,Epic,April,,,,,,
trentino,Pejo,Epic,May,,,,,,
trentino,Pinzolo,Epic,October,6cm,1,2cm,14cm,3cm,6cm
trentino,Pinzolo,Epic,November,27cm,1,21cm,64cm,27cm,22cm
trentino,Pinzolo,Epic,December,28cm,1,24cm,71cm,25cm,24cm
trentino,Pinzolo,Epic,January,42cm,2,31cm,107cm,34cm,22cm
trentino,Pinzolo,Epic,February,24cm,1,31cm,126cm,35cm,18cm
trentino,Pinzolo,Epic,March,,,,,,
trentino,Pinzolo,Epic,April,,,,,,
trentino,Pinzolo,Epic,May,,,,,,
colorado,Telluride,Epic,October,"17""",3,"17""","17""","20""","6"""
colorado,Telluride,Epic,November,"52""",12,"30""","31""","40""","11"""
colorado,Telluride,Epic,December,"45""",11,"41""","43""","50""","10"""
colorado,Telluride,Epic,January,"53""",11,"51""","53""","61""","14"""
colorado,Telluride,Epic,February,"48""",10,"61""","63""","71""","13"""
colorado,Telluride,Epic,March,"4""",1,"58""","43""","60""","3"""
colorado,Telluride,Epic,April,"0""",0,"0""","0""","0""","0"""
colorado,Telluride,Epic,May,"0""",0,"0""","0""","0""","0"""
wisconsin,Wilmot Mountain,Epic,October,"0""",0,"8""","11""","9""","0"""
wisconsin,Wilmot Mountain,Epic,November,"4""",2,"14""","28""","20""","1"""
wisconsin,Wilmot Mountain,Epic,December,"10""",3,"20""","39""","46""","5"""
wisconsin,Wilmot Mountain,Epic,January,"8""",3,"25""","45""","29""","4"""
wisconsin,Wilmot Mountain,Epic,February,"3""",2,"20""","38""","30""","2"""
wisconsin,Wilmot Mountain,Epic,March,"0""",0,"0""","0""","0""","0"""
wisconsin,Wilmot Mountain,Epic,April,"0""",0,"0""","0""","0""","0"""
wisconsin,Wilmot Mountain,Epic,May,"0""",0,"0""","0""","0""","0"""
